TransactionID,CustomerName,TransactionDate,AmountSpent,ProductName
2568,Uma Rodriguez,2022-02-10,281.88,Headphones
2569,Uma Rodriguez,2022-06-13,952.47,Microphone
2570,Uma Rodriguez,2022-08-26,147.35,Bluetooth Earbuds
2571,Wendy Anderson,2022-05-09,729.33,Camera
2572,Wendy Anderson,2022-01-31,236.08,Smartphone
2573,Wendy Anderson,2022-09-15,216.55,Headphones
2574,Wendy Anderson,2022-11-11,980.07,Bluetooth Earbuds
2575,Wendy Anderson,2023-12-07,634.0,Microphone
2576,Wendy Anderson,2023-01-09,921.85,Smartphone
2577,Wendy Anderson,2022-09-12,823.83,Desk Lamp
2578,Wendy Anderson,2023-08-14,576.24,Headphones
2579,Wendy Anderson,2022-08-15,216.19,Camera
2580,Wendy Anderson,2023-01-07,965.96,Keyboard
2581,Oscar Martinez,2023-08-25,942.28,Power Bank
2582,Oscar Martinez,2023-07-29,631.53,Microphone
2583,Oscar Martinez,2023-04-18,419.7,Printer
2584,Oscar Martinez,2022-03-03,515.93,Printer
2585,Oscar Martinez,2023-03-18,739.58,Monitor
2586,Oscar Martinez,2023-03-16,599.82,Microphone
2587,Oscar Martinez,2023-07-15,600.4,External Hard Drive
2588,Oscar Martinez,2022-10-14,145.48,Printer
2589,Oscar Martinez,2023-12-24,177.08,Tablet
2590,Oscar Martinez,2022-04-30,997.83,Tablet
2591,Oscar Martinez,2022-01-20,940.93,External Hard Drive
2592,Oscar Martinez,2022-07-07,383.41,Printer
2593,Oscar Martinez,2023-04-04,49.33,Power Bank
2594,Oscar Martinez,2023-12-09,906.51,Smartphone
2595,Charlie Smith,2022-08-14,364.42,Monitor
2596,Charlie Smith,2023-09-13,943.14,Monitor
2597,Charlie Smith,2023-06-27,53.43,Microphone
2598,Charlie Smith,2022-04-04,792.28,Backpack
2599,Charlie Smith,2022-10-02,167.57,Gaming Console
2600,Charlie Smith,2023-11-17,106.27,Camera
2601,Charlie Smith,2023-08-12,433.47,Desk Lamp
2602,Charlie Smith,2023-04-29,880.01,Smartwatch
2603,Charlie Smith,2023-03-05,640.02,Laptop
2604,Charlie Smith,2023-12-09,845.34,Gaming Console
2605,Charlie Smith,2023-09-21,699.46,Smartphone
2606,Charlie Smith,2023-08-23,101.16,Wireless Router
2607,Bob Hall,2023-02-15,435.92,External Hard Drive
2608,Bob Hall,2023-03-24,605.08,Backpack
2609,Bob Hall,2022-03-19,823.98,Laptop
2610,Bob Hall,2023-11-21,174.81,Mouse
2611,Bob Hall,2023-05-28,198.72,Smartphone
2612,Bob Hall,2022-12-10,827.72,Backpack
2613,Katie Clark,2023-06-17,449.64,Power Bank
2614,Katie Clark,2023-04-02,795.46,Mouse
2615,Katie Clark,2022-04-22,916.68,Tablet
2616,Katie Clark,2022-02-17,421.65,Wireless Router
2617,Katie Clark,2023-08-03,908.08,Microphone
2618,Katie Clark,2023-10-20,528.68,Speaker
2619,Katie Clark,2022-09-17,614.31,Charger
2620,Katie Clark,2023-07-13,778.4,Mouse
2621,Katie Clark,2022-01-27,543.23,Gaming Console
2622,Katie Clark,2023-04-02,967.71,Keyboard
2623,Katie Clark,2023-05-31,785.95,Camera
2624,Katie Clark,2022-02-18,763.96,Keyboard
2625,Katie Clark,2023-06-18,77.6,Bluetooth Earbuds
2626,Rachel Davis,2023-02-09,95.46,Laptop
2627,Rachel Davis,2023-04-27,786.41,Desk Lamp
2628,Rachel Davis,2022-11-28,822.51,Speaker
2629,Rachel Davis,2023-11-21,879.1,Microphone
2630,Wendy Allen,2022-11-29,901.39,Keyboard
2631,Wendy Allen,2023-12-30,108.91,Charger
2632,Wendy Allen,2022-12-08,755.97,Backpack
2633,Wendy Allen,2023-10-06,342.83,Headphones
2634,Wendy Allen,2023-07-30,334.75,Charger
2635,Wendy Allen,2023-12-14,483.64,Camera
2636,Wendy Allen,2022-09-02,996.64,Bluetooth Earbuds
2637,Wendy Allen,2022-07-28,675.01,Camera
2638,Wendy Allen,2023-07-16,292.57,Mouse
2639,Wendy Allen,2023-12-11,651.83,Desk Lamp
2640,Wendy Allen,2023-04-20,996.27,Camera
2641,Wendy Allen,2022-02-06,165.34,Backpack
2642,Wendy Allen,2023-09-30,498.31,Laptop
2643,Wendy Allen,2023-01-19,639.43,Desk Lamp
2644,Oscar Thomas,2023-07-15,543.35,Camera
2645,Ivy Anderson,2022-09-06,792.43,Power Bank
2646,Ivy Anderson,2023-10-23,907.38,External Hard Drive
2647,Nina Moore,2022-02-25,478.52,Mouse
2648,Nina Moore,2022-08-11,439.75,Power Bank
2649,Nina Moore,2023-12-15,167.06,Tablet
2650,Nina Moore,2023-08-16,835.1,Speaker
2651,Frank Clark,2022-12-13,749.85,Laptop
2652,Ivy King,2023-11-18,524.88,Camera
2653,Zane Clark,2023-10-13,196.49,Desk Lamp
2654,Zane Clark,2022-06-13,935.41,Charger
2655,Zane Clark,2022-08-10,355.58,Tablet
2656,Zane Clark,2022-11-03,706.71,Charger
2657,Zane Clark,2022-03-08,365.2,Headphones
2658,Zane Clark,2022-06-05,877.97,Keyboard
2659,Zane Clark,2022-04-05,751.77,External Hard Drive
2660,Zane Clark,2022-09-24,63.02,Monitor
2661,Zane Clark,2023-08-30,952.97,Tablet
2662,Zane Clark,2023-11-01,721.17,Monitor
2663,Zane Clark,2022-02-11,673.28,Speaker
2664,Zane Clark,2022-06-28,835.74,Keyboard
2665,Zane Clark,2022-04-04,298.03,Desk Lamp
2666,Zane Clark,2022-10-11,791.45,Smartphone
2667,Zane Clark,2023-07-25,256.62,Microphone
2668,Frank Hall,2022-09-05,974.04,External Hard Drive
2669,Frank Hall,2023-08-05,830.21,Keyboard
2670,Frank Hall,2023-07-09,738.01,Charger
2671,Frank Hall,2022-09-06,541.46,Microphone
2672,Frank Hall,2022-02-14,467.38,Gaming Console
2673,Frank Hall,2022-11-13,501.05,Microphone
2674,Frank Hall,2023-06-17,439.29,Camera
2675,Frank Hall,2023-10-12,801.57,Charger
2676,Mona Davis,2022-05-24,567.18,Microphone
2677,Mona Davis,2023-01-16,443.1,Gaming Console
2678,Mona Davis,2022-04-12,241.42,Smartphone
2679,Mona Davis,2023-01-18,455.65,Monitor
2680,Mona Davis,2022-03-03,41.23,Laptop
2681,Mona Davis,2022-03-17,491.8,Keyboard
2682,Mona Davis,2023-01-25,399.73,Backpack
2683,Mona Davis,2023-07-06,792.13,Wireless Router
2684,Mona Davis,2023-07-12,881.16,Printer
2685,Mona Davis,2023-01-09,267.12,Mouse
2686,Mona Davis,2022-07-18,843.94,Laptop
2687,Mona Davis,2023-05-10,777.39,Gaming Console
2688,Jack Anderson,2023-03-23,677.8,Smartwatch
2689,Jack Anderson,2022-11-03,797.0,Charger
2690,Jack Anderson,2023-06-14,284.92,Power Bank
2691,Jack Anderson,2022-11-19,507.71,External Hard Drive
2692,Jack Anderson,2023-12-25,739.03,Headphones
2693,Jack Anderson,2022-07-18,615.44,Bluetooth Earbuds
2694,Jack Anderson,2022-12-31,139.27,Wireless Router
2695,Jack Anderson,2023-12-20,84.5,Charger
2696,Jack Anderson,2022-10-06,672.96,Smartphone
2697,Jack Anderson,2023-07-21,464.38,External Hard Drive
2698,Jack Anderson,2022-08-29,537.92,Desk Lamp
2699,Hank Martinez,2022-05-09,900.28,Power Bank
2700,Hank Martinez,2022-09-03,391.48,Laptop
2701,Hank Martinez,2023-05-30,664.84,Bluetooth Earbuds
2702,Hank Martinez,2023-02-25,310.14,External Hard Drive
2703,Hank Martinez,2022-03-22,675.07,Wireless Router
2704,Hank Martinez,2023-12-07,653.08,Desk Lamp
2705,Bob Moore,2023-02-02,781.9,Backpack
2706,Bob Moore,2023-11-14,124.06,Tablet
2707,Bob Moore,2022-08-29,146.79,Speaker
2708,Uma Walker,2023-03-13,637.42,Wireless Router
2709,Uma Walker,2023-05-27,857.01,Backpack
2710,Uma Walker,2023-12-02,834.75,Mouse
2711,Uma Walker,2022-01-19,347.06,Printer
2712,Uma Walker,2023-03-14,903.81,Smartwatch
2713,Uma Walker,2023-08-26,397.85,Gaming Console
2714,Uma Walker,2022-09-18,547.42,Desk Lamp
2715,Uma Walker,2023-10-31,477.41,Backpack
2716,Uma Walker,2023-12-29,756.6,Speaker
2717,Uma Walker,2022-06-11,943.33,Headphones
2718,Uma Walker,2023-03-11,247.32,Smartwatch
2719,Uma Walker,2023-06-21,520.7,Bluetooth Earbuds
2720,Uma Walker,2022-08-29,668.84,Power Bank
2721,Rachel Jones,2023-06-28,374.05,Speaker
2722,Rachel Jones,2023-06-15,730.58,Gaming Console
2723,Rachel Jones,2023-04-21,865.11,Headphones
2724,Rachel Jones,2023-10-01,800.9,Desk Lamp
2725,Rachel Jones,2022-10-28,570.21,Speaker
2726,Rachel Jones,2022-02-04,287.0,Smartphone
2727,Rachel Jones,2023-04-01,431.76,Camera
2728,Rachel Jones,2022-09-18,855.88,Speaker
2729,Rachel Jones,2023-11-15,723.22,Bluetooth Earbuds
2730,Rachel Jones,2023-02-13,764.84,Camera
2731,Rachel Jones,2023-01-10,731.57,Bluetooth Earbuds
2732,Rachel Jones,2022-05-17,447.98,Bluetooth Earbuds
2733,Rachel Jones,2023-10-11,339.46,Microphone
2734,Uma Brown,2022-11-24,38.4,Headphones
2735,Uma Brown,2023-08-14,517.75,Headphones
2736,Xander Moore,2023-01-20,439.72,Laptop
2737,Xander Moore,2022-12-30,734.49,Laptop
2738,Sam Perez,2023-02-01,741.5,Laptop
2739,Sam Perez,2023-10-03,524.18,Wireless Router
2740,Sam Perez,2022-10-20,350.57,Backpack
2741,Uma Miller,2022-04-16,694.3,Smartphone
2742,Uma Miller,2022-12-08,503.77,Headphones
2743,Uma Miller,2022-08-30,299.08,Gaming Console
2744,Uma Miller,2023-07-10,809.74,Microphone
2745,Uma Miller,2023-12-01,823.18,Speaker
2746,Uma Miller,2022-07-10,450.15,Mouse
2747,Uma Miller,2022-10-18,900.68,Backpack
2748,Diana Robinson,2022-09-09,150.43,Backpack
2749,Diana Robinson,2022-07-28,738.92,Speaker
2750,Diana Robinson,2023-11-28,935.52,Monitor
2751,Diana Robinson,2022-06-17,475.8,Tablet
2752,Diana Robinson,2022-07-04,556.08,Wireless Router
2753,Quinn Robinson,2023-12-08,569.22,Power Bank
2754,Quinn Robinson,2023-08-18,154.7,Charger
2755,Quinn Robinson,2023-10-27,250.84,Keyboard
2756,Quinn Robinson,2023-10-23,687.54,Printer
2757,Quinn Robinson,2022-09-10,19.13,Headphones
2758,Quinn Robinson,2023-05-12,338.85,Tablet
2759,Quinn Robinson,2023-08-30,90.88,Printer
2760,Quinn Robinson,2022-03-22,852.13,Tablet
2761,Oscar Lewis,2022-04-17,513.02,External Hard Drive
2762,Oscar Lewis,2022-03-11,805.47,Backpack
2763,Oscar Lewis,2022-08-13,529.8,Backpack
2764,Oscar Lewis,2023-07-25,883.02,Desk Lamp
2765,Eve Harris,2023-10-26,773.33,Keyboard
2766,Eve Harris,2023-02-06,669.49,Camera
2767,Eve Harris,2023-07-07,38.5,Smartphone
2768,Eve Harris,2023-12-25,650.82,Smartphone
2769,Eve Harris,2023-06-19,773.72,Smartwatch
2770,Eve Harris,2022-12-24,994.97,Monitor
2771,Eve Harris,2023-01-14,740.29,Printer
2772,Eve Harris,2023-02-28,76.0,Printer
2773,Eve Harris,2022-04-13,883.37,Microphone
2774,Eve Harris,2023-03-10,499.32,Speaker
2775,Eve Harris,2023-09-29,506.45,Keyboard
2776,Eve Harris,2023-06-27,812.99,Speaker
2777,Eve Harris,2023-11-05,590.92,Smartwatch
2778,Quinn Moore,2022-08-09,565.12,Tablet
2779,Quinn Moore,2023-03-26,333.6,Bluetooth Earbuds
2780,Quinn Moore,2023-12-28,391.23,Smartphone
2781,Quinn Moore,2022-06-15,572.27,Printer
2782,Quinn Moore,2023-12-16,808.45,Printer
2783,Quinn Moore,2022-11-10,435.18,Tablet
2784,Quinn Moore,2023-02-07,454.97,Desk Lamp
2785,Katie Clark,2022-10-14,26.81,Backpack
2786,Katie Clark,2023-10-11,947.92,Smartwatch
2787,Katie Clark,2023-02-08,452.56,Gaming Console
2788,Eve Moore,2022-09-26,643.98,Printer
2789,Eve Moore,2023-12-12,985.79,Laptop
2790,Eve Moore,2023-10-17,342.29,Laptop
2791,Eve Moore,2023-03-30,453.23,Camera
2792,Eve Moore,2022-07-05,681.82,Printer
2793,Eve Moore,2023-11-14,668.87,Power Bank
2794,Eve Moore,2023-03-05,88.8,Smartphone
2795,Eve Moore,2023-07-16,769.21,Mouse
2796,Eve Moore,2023-03-03,373.62,Wireless Router
2797,Eve Moore,2022-10-20,662.92,Backpack
2798,Eve Moore,2023-12-18,465.25,Desk Lamp
2799,Katie Johnson,2023-10-13,233.14,Smartwatch
2800,Katie Johnson,2023-11-02,787.38,Speaker
2801,Katie Johnson,2023-05-14,744.56,Tablet
2802,Katie Johnson,2023-01-07,966.71,Monitor
2803,Katie Johnson,2023-02-25,913.53,Microphone
2804,Katie Johnson,2022-03-24,236.55,Headphones
2805,Katie Johnson,2023-04-28,893.03,Keyboard
2806,Katie Johnson,2022-03-28,650.74,Monitor
2807,Katie Johnson,2022-03-11,635.81,Mouse
2808,Katie Johnson,2023-09-01,408.77,Wireless Router
2809,Katie Johnson,2022-08-04,738.35,Smartphone
2810,Katie Johnson,2023-11-19,483.16,Tablet
2811,Katie Johnson,2022-06-19,224.44,Smartphone
2812,Katie Johnson,2022-04-05,401.38,Printer
2813,Victor Wilson,2023-10-09,554.19,Tablet
2814,Victor Wilson,2022-08-04,298.9,Smartphone
2815,Victor Wilson,2023-10-20,571.84,Microphone
2816,Victor Wilson,2022-06-17,649.47,Monitor
2817,Victor Wilson,2023-12-13,302.26,Gaming Console
2818,Victor Wilson,2023-03-14,555.99,Camera
2819,Sam Johnson,2022-12-08,696.68,Printer
2820,Sam Johnson,2023-07-10,379.28,Tablet
2821,Sam Johnson,2022-08-20,300.92,Gaming Console
2822,Sam Johnson,2022-08-20,471.63,Microphone
2823,Sam Johnson,2022-07-25,321.92,Camera
2824,Sam Johnson,2022-11-20,584.85,Speaker
2825,Sam Johnson,2022-08-27,589.24,Speaker
2826,Sam Johnson,2023-12-02,248.57,Monitor
2827,Sam Johnson,2022-08-30,901.88,Microphone
2828,Sam Johnson,2022-09-09,861.31,Camera
2829,Sam Johnson,2023-06-05,384.29,Desk Lamp
2830,Leo Robinson,2022-05-10,74.47,Desk Lamp
2831,Leo Robinson,2023-04-24,422.12,Keyboard
2832,Leo Robinson,2023-06-17,572.37,Smartphone
2833,Leo Robinson,2023-12-09,393.84,Smartwatch
2834,Leo Robinson,2023-06-20,297.95,External Hard Drive
2835,Leo Robinson,2023-03-08,245.72,Microphone
2836,Leo Robinson,2022-11-24,392.3,Monitor
2837,Jack Brown,2022-03-12,180.01,Bluetooth Earbuds
2838,Jack Brown,2023-08-04,92.4,Mouse
2839,Jack Brown,2022-10-29,248.43,Speaker
2840,Jack Brown,2023-10-15,906.63,Camera
2841,Katie Lewis,2022-06-20,805.88,Smartphone
2842,Katie Lewis,2022-05-28,34.49,Mouse
2843,Katie Lewis,2023-01-08,297.54,Tablet
2844,Katie Lewis,2022-08-09,889.74,Monitor
2845,Katie Lewis,2023-01-16,399.13,Mouse
2846,Katie Lewis,2023-06-08,397.59,Backpack
2847,Katie Lewis,2023-05-12,386.7,Mouse
2848,Katie Lewis,2023-07-22,673.97,Power Bank
2849,Katie Lewis,2023-04-18,319.08,Speaker
2850,Katie Lewis,2023-01-20,299.46,Headphones
2851,Katie Lewis,2022-03-04,300.77,Monitor
2852,Katie Lewis,2022-01-31,107.23,Keyboard
2853,Katie Lewis,2022-06-09,779.21,Monitor
2854,Oscar Williams,2023-12-03,568.83,Smartwatch
2855,Oscar Williams,2023-07-03,398.92,Power Bank
2856,Oscar Williams,2023-12-26,585.18,Wireless Router
2857,Oscar Williams,2023-12-02,736.82,Camera
2858,Oscar Williams,2022-03-08,419.85,Speaker
2859,Oscar Williams,2022-01-23,988.97,Keyboard
2860,Jack Martinez,2023-03-22,991.21,Mouse
2861,Jack Martinez,2022-12-22,483.77,Wireless Router
2862,Jack Martinez,2022-08-02,535.0,Camera
2863,Jack Martinez,2023-05-03,459.62,Tablet
2864,Jack Martinez,2023-03-03,932.24,Bluetooth Earbuds
2865,Jack Martinez,2022-05-27,591.36,Camera
2866,Jack Martinez,2023-05-19,346.69,Gaming Console
2867,Jack Martinez,2022-02-27,252.58,Speaker
2868,Jack Martinez,2022-01-27,26.89,Keyboard
2869,Jack Martinez,2023-03-19,474.69,Keyboard
2870,Jack Martinez,2022-05-07,686.88,Keyboard
2871,Jack Martinez,2022-08-05,25.56,Smartwatch
2872,Jack Martinez,2023-07-02,831.47,Gaming Console
2873,Oscar Brown,2023-11-19,763.35,Bluetooth Earbuds
2874,Oscar Brown,2022-04-24,335.46,Camera
2875,Oscar Brown,2023-04-07,548.3,Laptop
2876,Oscar Brown,2023-06-09,534.88,Charger
2877,Oscar Brown,2023-10-04,528.72,Speaker
2878,Oscar Brown,2023-04-09,346.98,Headphones
2879,Oscar Brown,2023-12-14,731.18,Mouse
2880,Oscar Brown,2022-06-21,193.59,Smartwatch
2881,Oscar Brown,2023-04-14,286.44,Mouse
2882,Oscar Brown,2022-08-09,226.69,Printer
2883,Oscar Brown,2022-06-09,820.33,Desk Lamp
2884,Oscar Brown,2023-12-12,721.35,Keyboard
2885,Oscar Brown,2023-05-31,66.83,Keyboard
2886,Diana Johnson,2023-04-17,543.97,Camera
2887,Diana Johnson,2023-04-27,657.43,External Hard Drive
2888,Diana Johnson,2023-08-19,753.52,Wireless Router
2889,Diana Johnson,2022-01-13,888.71,Monitor
2890,Diana Johnson,2023-11-21,967.13,Charger
2891,Diana Johnson,2022-01-13,357.06,Wireless Router
2892,Diana Johnson,2022-05-07,579.37,Charger
2893,Diana Johnson,2022-03-12,460.97,Microphone
2894,Uma Walker,2022-12-11,239.2,External Hard Drive
2895,Uma Walker,2023-08-30,544.67,Power Bank
2896,Uma Walker,2022-11-21,226.52,External Hard Drive
2897,Uma Walker,2023-07-04,430.86,Keyboard
2898,Uma Walker,2022-11-06,859.88,Smartphone
2899,Uma Walker,2023-01-28,855.16,Charger
2900,Uma Walker,2023-07-14,289.47,Laptop
2901,Victor Garcia,2022-02-11,13.47,Monitor
2902,Victor Garcia,2023-09-13,596.63,Speaker
2903,Victor Garcia,2023-03-26,740.77,Speaker
2904,Victor Garcia,2023-06-26,922.08,Wireless Router
2905,Victor Garcia,2023-01-06,850.87,External Hard Drive
2906,Victor Garcia,2022-09-25,907.15,Monitor
2907,Victor Garcia,2023-11-22,941.0,Keyboard
2908,Victor Garcia,2022-10-22,47.71,Bluetooth Earbuds
2909,Victor Garcia,2022-11-14,891.6,Camera
2910,Victor Garcia,2022-05-21,521.34,Wireless Router
2911,Victor Garcia,2022-04-21,143.79,External Hard Drive
2912,Victor Garcia,2023-10-20,711.21,Headphones
2913,Leo Perez,2022-02-05,49.52,External Hard Drive
2914,Leo Perez,2023-09-20,476.63,External Hard Drive
2915,Leo Perez,2022-11-03,207.93,Mouse
2916,Leo Perez,2023-02-19,657.05,Smartwatch
2917,Leo Perez,2022-06-08,929.81,Keyboard
2918,Leo Perez,2022-09-29,426.99,Backpack
2919,Leo Perez,2022-09-12,666.75,Power Bank
2920,Leo Perez,2023-08-27,365.9,Mouse
2921,Leo Perez,2023-10-09,454.85,Printer
2922,Leo Perez,2022-10-08,785.03,Mouse
2923,Leo Perez,2023-03-29,432.87,Camera
2924,Leo Perez,2022-05-03,773.21,Keyboard
2925,Leo Perez,2022-11-04,463.64,Monitor
2926,Oscar Wilson,2023-03-07,40.54,Printer
2927,Oscar Wilson,2022-10-09,195.37,External Hard Drive
2928,Oscar Wilson,2023-01-12,601.34,Charger
2929,Oscar Wilson,2023-12-08,862.18,Mouse
2930,Oscar Wilson,2022-07-04,90.93,Gaming Console
2931,Oscar Wilson,2023-01-17,792.62,Smartphone
2932,Oscar Wilson,2022-01-28,495.56,Tablet
2933,Oscar Wilson,2022-08-26,635.23,Wireless Router
2934,Oscar Wilson,2022-01-13,318.55,Tablet
2935,Oscar Wilson,2022-07-12,279.64,Printer
2936,Oscar Wilson,2023-09-14,215.82,Camera
2937,Oscar Wilson,2022-05-18,290.44,Bluetooth Earbuds
2938,Oscar Wilson,2022-10-09,229.89,Microphone
2939,Hank Allen,2022-06-10,33.63,Tablet
2940,Hank Allen,2022-09-06,901.28,Desk Lamp
2941,Hank Allen,2023-02-11,712.55,Monitor
2942,Bob Walker,2023-10-21,458.04,Gaming Console
2943,Bob Walker,2023-09-17,214.37,Desk Lamp
2944,Bob Walker,2022-02-08,494.69,Microphone
2945,Bob Walker,2022-02-28,497.77,Tablet
2946,Bob Walker,2023-11-21,940.83,Headphones
2947,Bob Walker,2022-09-13,597.74,Tablet
2948,Bob Walker,2023-05-11,103.89,Laptop
2949,Bob Walker,2023-11-04,727.65,Gaming Console
2950,Bob Walker,2023-05-10,537.59,Tablet
2951,Bob Walker,2023-01-29,37.35,Power Bank
2952,Bob Walker,2022-04-29,903.43,Tablet
2953,Bob Walker,2022-06-21,558.98,Camera
2954,Alice Smith,2022-07-20,764.63,Keyboard
2955,Alice Smith,2022-02-08,90.07,Wireless Router
2956,Alice Smith,2023-12-30,946.26,Keyboard
2957,Alice Smith,2022-04-28,420.49,External Hard Drive
2958,Alice Smith,2023-04-20,897.46,Laptop
2959,Alice Smith,2023-10-09,168.81,Wireless Router
2960,Alice Smith,2022-05-13,129.03,Printer
2961,Alice Smith,2022-12-18,891.74,Bluetooth Earbuds
2962,Alice Smith,2023-05-14,894.6,Monitor
2963,Bob Wilson,2023-11-28,742.11,Charger
2964,Bob Wilson,2022-06-24,560.93,Desk Lamp
2965,Bob Wilson,2023-06-09,212.08,Keyboard
2966,Bob Wilson,2022-02-05,100.08,Smartphone
2967,Bob Wilson,2022-08-14,361.01,Keyboard
2968,Bob Wilson,2023-06-02,779.24,External Hard Drive
2969,Hank Johnson,2023-10-17,595.04,Mouse
2970,Hank Johnson,2023-11-22,999.53,Mouse
2971,Hank Johnson,2022-01-01,16.32,External Hard Drive
2972,Hank Johnson,2023-01-27,608.12,Mouse
2973,Hank Johnson,2022-01-30,634.17,Monitor
2974,Hank Johnson,2023-11-19,226.56,Gaming Console
2975,Katie King,2022-12-18,112.96,Power Bank
2976,Katie King,2022-09-03,145.97,Wireless Router
2977,Katie King,2023-08-18,913.34,External Hard Drive
2978,Katie King,2022-07-05,624.88,Keyboard
2979,Katie King,2022-03-04,821.91,Headphones
2980,Katie King,2023-11-02,598.75,Bluetooth Earbuds
2981,Katie King,2023-03-26,932.49,Charger
2982,Katie King,2023-05-28,920.76,Keyboard
2983,Katie King,2023-09-07,300.73,Smartphone
2984,Katie King,2022-04-24,353.7,Gaming Console
2985,Katie King,2022-07-22,132.95,Smartwatch
2986,Katie King,2022-06-29,713.4,Backpack
2987,Wendy Clark,2023-07-15,544.59,Power Bank
2988,Wendy Clark,2022-04-21,219.52,Smartwatch
2989,Wendy Clark,2022-01-24,236.26,Tablet
2990,Wendy Clark,2023-02-10,324.22,Smartphone
2991,Wendy Clark,2022-05-16,106.96,Gaming Console
2992,Wendy Clark,2023-12-26,402.28,Printer
2993,Wendy Clark,2023-09-28,650.39,Bluetooth Earbuds
2994,Wendy Clark,2022-04-02,889.33,Gaming Console
2995,Wendy Clark,2023-02-10,943.13,Headphones
2996,Wendy Clark,2022-11-07,13.22,Desk Lamp
2997,Wendy Clark,2023-12-02,962.69,Speaker
2998,Yara Perez,2023-08-23,112.49,Bluetooth Earbuds
2999,Yara Perez,2023-07-28,400.13,Mouse
3000,Yara Perez,2022-01-08,448.47,Headphones
3001,Yara Perez,2022-07-18,355.06,Smartwatch
3002,Yara Perez,2022-11-15,542.73,Desk Lamp
3003,Yara Perez,2022-01-27,384.88,Tablet
3004,Yara Perez,2022-01-06,811.35,Laptop
3005,Yara Perez,2023-11-08,499.74,Keyboard
3006,Yara Perez,2022-06-28,444.85,Gaming Console
3007,Yara Perez,2023-01-15,75.69,Mouse
3008,Yara Perez,2022-08-27,533.6,Charger
3009,Yara Perez,2022-07-22,851.89,Backpack
3010,Ivy Brown,2023-10-09,446.14,Speaker
3011,Ivy Brown,2023-06-18,325.93,Laptop
3012,Rachel Harris,2023-03-23,551.41,Tablet
3013,Rachel Harris,2023-09-19,98.88,Mouse
3014,Uma Miller,2022-03-20,705.15,Wireless Router
3015,Uma Miller,2023-12-05,774.36,Monitor
3016,Hank Perez,2022-06-01,398.27,Keyboard
3017,Hank Perez,2023-10-14,379.69,Charger
3018,Hank Perez,2022-09-26,789.88,Gaming Console
3019,Hank Perez,2023-12-01,440.92,Tablet
3020,Hank Perez,2022-07-03,963.41,Smartphone
3021,Hank Perez,2022-03-16,554.78,Laptop
3022,Hank Perez,2023-11-21,170.89,Printer
3023,Hank Perez,2023-02-16,925.43,Headphones
3024,Hank Perez,2023-08-15,580.05,Tablet
3025,Hank Perez,2022-04-29,710.35,Gaming Console
3026,Hank Perez,2022-04-02,731.65,Camera
3027,Hank Perez,2022-11-13,711.15,Desk Lamp
3028,Hank Perez,2023-02-26,947.09,Mouse
3029,Hank Perez,2022-03-22,795.56,Camera
3030,Nina King,2023-02-03,314.92,Printer
3031,Nina King,2022-12-19,582.36,Wireless Router
3032,Nina King,2023-06-09,81.65,Printer
3033,Nina King,2022-02-10,484.68,Speaker
3034,Nina King,2022-03-11,360.88,Smartwatch
3035,Hank Hall,2023-09-02,784.93,Wireless Router
3036,Hank Hall,2023-12-20,820.17,Backpack
3037,Hank Hall,2023-01-23,286.91,Wireless Router
3038,Hank Hall,2022-07-20,207.42,Tablet
3039,Hank Hall,2022-09-02,899.31,Monitor
3040,Hank Hall,2022-06-06,304.76,Laptop
3041,Hank Hall,2023-06-15,940.42,Speaker
3042,Hank Hall,2023-05-29,570.6,Camera
3043,Hank Hall,2023-02-03,756.78,Laptop
3044,Hank Hall,2023-10-14,617.06,Smartwatch
3045,Hank Hall,2023-10-15,938.78,Charger
3046,Oscar Sanchez,2023-05-13,530.68,Wireless Router
3047,Oscar Sanchez,2023-12-19,513.15,Keyboard
3048,Oscar Sanchez,2023-04-23,745.05,Gaming Console
3049,Oscar Sanchez,2023-03-01,843.37,Tablet
3050,Oscar Sanchez,2022-02-24,351.51,Charger
3051,Oscar Sanchez,2023-02-25,247.7,Backpack
3052,Oscar Sanchez,2022-03-20,317.07,Bluetooth Earbuds
3053,Oscar Sanchez,2023-08-31,253.38,Gaming Console
3054,Oscar Sanchez,2023-11-27,565.84,Gaming Console
3055,Zane Johnson,2023-01-20,153.7,Speaker
3056,Zane Johnson,2023-01-15,340.28,Desk Lamp
3057,Zane Johnson,2022-04-06,170.54,Speaker
3058,Zane Johnson,2022-10-29,388.25,Laptop
3059,Zane Johnson,2022-12-18,622.23,Smartphone
3060,Zane Johnson,2022-11-07,146.63,Desk Lamp
3061,Mona Clark,2023-03-25,397.04,Bluetooth Earbuds
3062,Mona Clark,2022-01-08,320.14,Keyboard
3063,Mona Clark,2023-08-18,351.81,Camera
3064,Mona Clark,2023-07-14,732.36,Monitor
3065,Mona Clark,2022-11-17,967.43,Power Bank
3066,Mona Clark,2022-06-17,529.18,Keyboard
3067,Yara Wilson,2022-03-17,148.96,Bluetooth Earbuds
3068,Jack Anderson,2023-01-30,911.27,Laptop
3069,Jack Anderson,2023-12-03,119.96,Laptop
3070,Jack Anderson,2022-09-18,593.59,Speaker
3071,Jack Anderson,2023-12-05,96.43,Wireless Router
3072,Jack Anderson,2022-02-10,82.07,Speaker
3073,Jack Anderson,2023-05-29,328.58,Tablet
3074,Jack Anderson,2022-05-18,518.02,Keyboard
